0;1.000000e-01;1.000000e+00;4.000000e+00
1.000000e-02;1.103251e+03;1.127870e+02;2.820844e+01
1.100000e-01;5.877564e+01;9.993007e+00;2.557710e+00
2.100000e-01;1.985552e+01;5.010989e+00;1.332726e+00
3.100000e-01;9.717370e+00;3.224243e+00;8.964558e-01
4.100000e-01;5.708831e+00;2.306915e+00;6.721112e-01
5.100000e-01;3.741024e+00;1.752228e+00;5.352027e-01
6.100000e-01;2.635817e+00;1.383694e+00;4.428342e-01
7.100000e-01;1.955258e+00;1.123348e+00;3.762555e-01
8.100000e-01;1.507212e+00;9.312970e-01;3.259627e-01
9.100000e-01;1.196886e+00;7.849735e-01;2.866211e-01
1.010000e+00;9.732175e-01;6.706491e-01;2.550032e-01
1.110000e+00;8.067554e-01;5.794985e-01;2.290401e-01
1.210000e+00;6.795586e-01;5.055978e-01;2.073444e-01
1.310000e+00;5.801973e-01;4.448308e-01;1.889496e-01
1.410000e+00;5.011129e-01;3.942540e-01;1.731620e-01
1.510000e+00;4.371463e-01;3.517121e-01;1.594703e-01
1.610000e+00;3.846793e-01;3.155946e-01;1.474891e-01
1.710000e+00;3.411140e-01;2.846768e-01;1.369225e-01
1.810000e+00;3.045462e-01;2.580129e-01;1.275392e-01
1.910000e+00;2.735546e-01;2.348630e-01;1.191560e-01
2.010000e+00;2.470613e-01;2.146411e-01;1.116256e-01
2.110000e+00;2.242363e-01;1.968781e-01;1.048282e-01
2.210000e+00;2.044328e-01;1.811949e-01;9.866568e-02
2.310000e+00;1.871403e-01;1.672823e-01;9.305644e-02
2.410000e+00;1.719517e-01;1.548865e-01;8.793232e-02
2.510000e+00;1.585392e-01;1.437970e-01;8.323587e-02
2.610000e+00;1.466364e-01;1.338386e-01;7.891831e-02
2.710000e+00;1.360250e-01;1.248641e-01;7.493795e-02
2.810000e+00;1.265248e-01;1.167495e-01;7.125894e-02
2.910000e+00;1.179859e-01;1.093896e-01;6.785030e-02
3.010000e+00;1.102829e-01;1.026945e-01;6.468509e-02
3.110000e+00;1.033101e-01;9.658749e-02;6.173979e-02
3.210000e+00;9.697824e-02;9.100225e-02;5.899378e-02
3.310000e+00;9.121098e-02;8.588163e-02;5.642888e-02
3.410000e+00;8.594319e-02;8.117601e-02;5.402902e-02
3.510000e+00;8.111884e-02;7.684217e-02;5.177994e-02
3.610000e+00;7.668951e-02;7.284232e-02;4.966894e-02
3.710000e+00;7.261324e-02;6.914333e-02;4.768469e-02
3.810000e+00;6.885348e-02;6.571604e-02;4.581700e-02
3.910000e+00;6.537830e-02;6.253471e-02;4.405674e-02
4.010000e+00;6.215970e-02;5.957657e-02;4.239568e-02
4.110000e+00;5.917302e-02;5.682140e-02;4.082638e-02
4.210000e+00;5.639650e-02;5.425120e-02;3.934210e-02
4.310000e+00;5.381090e-02;5.184990e-02;3.793674e-02
4.410000e+00;5.139909e-02;4.960314e-02;3.660473e-02
4.510000e+00;4.914586e-02;4.749805e-02;3.534099e-02
4.610000e+00;4.703758e-02;4.552304e-02;3.414091e-02
4.710000e+00;4.506210e-02;4.366770e-02;3.300025e-02
4.810000e+00;4.320850e-02;4.192261e-02;3.191512e-02
4.910000e+00;4.146694e-02;4.027928e-02;3.088195e-02
5.010000e+00;3.982858e-02;3.872999e-02;2.989747e-02
5.110000e+00;3.828543e-02;3.726775e-02;2.895866e-02
5.210000e+00;3.683025e-02;3.588620e-02;2.806273e-02
5.310000e+00;3.545647e-02;3.457954e-02;2.720710e-02
5.410000e+00;3.415814e-02;3.334250e-02;2.638940e-02
5.510000e+00;3.292984e-02;3.217025e-02;2.560741e-02
5.610000e+00;3.176661e-02;3.105836e-02;2.485909e-02
5.710000e+00;3.066394e-02;3.000278e-02;2.414254e-02
5.810000e+00;2.961770e-02;2.899980e-02;2.345599e-02
5.910000e+00;2.862410e-02;2.804599e-02;2.279779e-02
6.010000e+00;2.767967e-02;2.713822e-02;2.216641e-02
6.110000e+00;2.678122e-02;2.627357e-02;2.156042e-02
6.210000e+00;2.592581e-02;2.544938e-02;2.097848e-02
6.310000e+00;2.511074e-02;2.466317e-02;2.041935e-02
6.410000e+00;2.433351e-02;2.391265e-02;1.988186e-02
6.510000e+00;2.359181e-02;2.319571e-02;1.936491e-02
6.610000e+00;2.288351e-02;2.251038e-02;1.886747e-02
6.710000e+00;2.220663e-02;2.185484e-02;1.838859e-02
6.810000e+00;2.155935e-02;2.122739e-02;1.792736e-02
6.910000e+00;2.093995e-02;2.062647e-02;1.748292e-02
7.010000e+00;2.034687e-02;2.005059e-02;1.705449e-02
7.110000e+00;1.977864e-02;1.949839e-02;1.664131e-02
7.210000e+00;1.923388e-02;1.896860e-02;1.624267e-02
7.310000e+00;1.871131e-02;1.846003e-02;1.585790e-02
7.410000e+00;1.820976e-02;1.797156e-02;1.548637e-02
7.510000e+00;1.772811e-02;1.750215e-02;1.512749e-02
7.610000e+00;1.726531e-02;1.705082e-02;1.478070e-02
7.710000e+00;1.682041e-02;1.661667e-02;1.444546e-02
7.810000e+00;1.639248e-02;1.619882e-02;1.412128e-02
7.910000e+00;1.598067e-02;1.579649e-02;1.380768e-02
8.010000e+00;1.558419e-02;1.540891e-02;1.350420e-02
8.110000e+00;1.520228e-02;1.503538e-02;1.321043e-02
8.210000e+00;1.483424e-02;1.467522e-02;1.292595e-02
8.310000e+00;1.447941e-02;1.432781e-02;1.265039e-02
8.410000e+00;1.413715e-02;1.399255e-02;1.238337e-02
8.510000e+00;1.380689e-02;1.366888e-02;1.212456e-02
8.610000e+00;1.348807e-02;1.335628e-02;1.187362e-02
8.710000e+00;1.318016e-02;1.305425e-02;1.163025e-02
8.810000e+00;1.288268e-02;1.276233e-02;1.139414e-02
8.910000e+00;1.259516e-02;1.248006e-02;1.116501e-02
9.010000e+00;1.231715e-02;1.220702e-02;1.094260e-02
9.110000e+00;1.204825e-02;1.194283e-02;1.072664e-02
9.210000e+00;1.178806e-02;1.168709e-02;1.051689e-02
9.310000e+00;1.153621e-02;1.143947e-02;1.031313e-02
9.410000e+00;1.129234e-02;1.119960e-02;1.011512e-02
9.510000e+00;1.105613e-02;1.096719e-02;9.922654e-03
9.610000e+00;1.082724e-02;1.074192e-02;9.735531e-03
9.710000e+00;1.060540e-02;1.052350e-02;9.553557e-03
9.810000e+00;1.039030e-02;1.031166e-02;9.376546e-03
9.910000e+00;1.018168e-02;1.010614e-02;9.204323e-03

