0;1.000000e-01;1.000000e+00;4.000000e+00
9.999237e-03;1.103251e+03;1.127956e+02;2.821274e+01
1.099916e-01;5.877755e+01;9.993800e+00;2.558048e+00
2.099672e-01;1.985899e+01;5.011851e+00;1.333015e+00
3.099306e-01;9.720740e+00;3.225086e+00;8.967338e-01
4.098573e-01;5.712000e+00;2.307903e+00;6.723954e-01
5.097841e-01;3.743762e+00;1.753186e+00;5.354678e-01
6.096864e-01;2.638271e+00;1.384653e+00;4.431147e-01
7.095644e-01;1.957493e+00;1.124313e+00;3.765332e-01
8.094423e-01;1.509177e+00;9.322254e-01;3.262306e-01
9.092958e-01;1.198597e+00;7.858794e-01;2.868853e-01
1.009149e+00;9.747536e-01;6.715139e-01;2.552599e-01
1.109003e+00;8.081275e-01;5.803142e-01;2.292876e-01
1.208808e+00;6.808385e-01;5.063949e-01;2.075918e-01
1.308612e+00;5.813801e-01;4.455986e-01;1.891940e-01
1.408417e+00;5.022012e-01;3.949872e-01;1.734088e-01
1.508173e+00;4.381745e-01;3.524276e-01;1.597166e-01
1.607929e+00;3.856449e-01;3.162864e-01;1.477275e-01
1.707684e+00;3.419983e-01;2.853414e-01;1.371627e-01
1.807392e+00;3.053909e-01;2.586610e-01;1.277792e-01
1.907099e+00;2.743579e-01;2.354910e-01;1.193944e-01
2.006806e+00;2.478229e-01;2.152468e-01;1.118612e-01
2.106513e+00;2.249573e-01;1.974606e-01;1.050604e-01
2.206220e+00;2.051148e-01;1.817538e-01;9.889388e-02
2.305927e+00;1.877852e-01;1.678179e-01;9.328027e-02
2.405536e+00;1.725757e-01;1.554106e-01;8.815635e-02
2.505145e+00;1.591412e-01;1.443080e-01;8.345917e-02
2.604755e+00;1.472159e-01;1.343353e-01;7.914012e-02
2.704364e+00;1.365821e-01;1.253459e-01;7.515770e-02
2.803974e+00;1.270599e-01;1.172162e-01;7.147618e-02
2.903583e+00;1.184995e-01;1.098410e-01;6.806468e-02
3.003192e+00;1.107758e-01;1.031309e-01;6.489634e-02
