0;1.000000e-03;1.000000e-02;1.000000e-01;1.000000e+00;4.000000e+00
1.000000e-02;9.975276e+01;8.598866e+01;3.069997e+01;5.653135e+00;1.804285e+00
1.100000e-01;9.090721e+00;9.072298e+00;7.966228e+00;2.965033e+00;1.128272e+00
2.100000e-01;4.761878e+00;4.759212e+00;4.540681e+00;2.267260e+00;9.467398e-01
3.100000e-01;3.225798e+00;3.224968e+00;3.150070e+00;1.866950e+00;8.380848e-01
4.100000e-01;2.439021e+00;2.438662e+00;2.404922e+00;1.594670e+00;7.606918e-01
5.100000e-01;1.960782e+00;1.960596e+00;1.942694e+00;1.393767e+00;7.008189e-01
6.100000e-01;1.639343e+00;1.639234e+00;1.628646e+00;1.238113e+00;6.521897e-01
7.100000e-01;1.408450e+00;1.408381e+00;1.401616e+00;1.113460e+00;6.114017e-01
8.100000e-01;1.234567e+00;1.234521e+00;1.229942e+00;1.011185e+00;5.764000e-01
9.100000e-01;1.098901e+00;1.098868e+00;1.095628e+00;9.256858e-01;5.458463e-01
1.010000e+00;9.900988e-01;9.900747e-01;9.876988e-01;8.531290e-01;5.188196e-01
1.110000e+00;9.009007e-01;9.008826e-01;8.990893e-01;7.907866e-01;4.946579e-01
1.210000e+00;8.264461e-01;8.264322e-01;8.250458e-01;7.366562e-01;4.728697e-01
1.310000e+00;7.633587e-01;7.633477e-01;7.622539e-01;6.892305e-01;4.530793e-01
1.410000e+00;7.092198e-01;7.092109e-01;7.083330e-01;6.473513e-01;4.349931e-01
1.510000e+00;6.622516e-01;6.622444e-01;6.615291e-01;6.101125e-01;4.183772e-01
1.610000e+00;6.211180e-01;6.211120e-01;6.205215e-01;5.767951e-01;4.030421e-01
1.710000e+00;5.847953e-01;5.847903e-01;5.842973e-01;5.468206e-01;3.888323e-01
1.810000e+00;5.524861e-01;5.524820e-01;5.520660e-01;5.197182e-01;3.756183e-01
1.910000e+00;5.235602e-01;5.235566e-01;5.232025e-01;4.951010e-01;3.632912e-01
2.010000e+00;4.975124e-01;4.975094e-01;4.972054e-01;4.726481e-01;3.517587e-01
2.110000e+00;4.739336e-01;4.739310e-01;4.736682e-01;4.520909e-01;3.409416e-01
2.210000e+00;4.524887e-01;4.524864e-01;4.522576e-01;4.332032e-01;3.307719e-01
2.310000e+00;4.329004e-01;4.328984e-01;4.326980e-01;4.157930e-01;3.211901e-01
2.410000e+00;4.149377e-01;4.149360e-01;4.147595e-01;3.996963e-01;3.121444e-01
2.510000e+00;3.984064e-01;3.984048e-01;3.982486e-01;3.847722e-01;3.035894e-01
2.610000e+00;3.831417e-01;3.831404e-01;3.830014e-01;3.708992e-01;2.954846e-01
2.710000e+00;3.690037e-01;3.690024e-01;3.688783e-01;3.579717e-01;2.877945e-01
2.810000e+00;3.558719e-01;3.558708e-01;3.557594e-01;3.458977e-01;2.804870e-01
2.910000e+00;3.436426e-01;3.436416e-01;3.435413e-01;3.345967e-01;2.735337e-01
3.010000e+00;3.322259e-01;3.322250e-01;3.321344e-01;3.239977e-01;2.669088e-01
3.110000e+00;3.215434e-01;3.215426e-01;3.214604e-01;3.140382e-01;2.605893e-01
3.210000e+00;3.115265e-01;3.115257e-01;3.114510e-01;3.046628e-01;2.545542e-01
3.310000e+00;3.021148e-01;3.021141e-01;3.020459e-01;2.958222e-01;2.487845e-01
3.410000e+00;2.932551e-01;2.932545e-01;2.931921e-01;2.874726e-01;2.432630e-01
3.510000e+00;2.849003e-01;2.848997e-01;2.848425e-01;2.795746e-01;2.379737e-01
3.610000e+00;2.770083e-01;2.770078e-01;2.769552e-01;2.720931e-01;2.329024e-01
3.710000e+00;2.695418e-01;2.695413e-01;2.694929e-01;2.649962e-01;2.280357e-01
3.810000e+00;2.624672e-01;2.624667e-01;2.624220e-01;2.582553e-01;2.233615e-01
3.910000e+00;2.557545e-01;2.557541e-01;2.557127e-01;2.518448e-01;2.188687e-01
4.010000e+00;2.493766e-01;2.493762e-01;2.493378e-01;2.457410e-01;2.145469e-01
4.110000e+00;2.433090e-01;2.433086e-01;2.432730e-01;2.399227e-01;2.103865e-01
4.210000e+00;2.375297e-01;2.375294e-01;2.374962e-01;2.343705e-01;2.063788e-01
4.310000e+00;2.320186e-01;2.320182e-01;2.319874e-01;2.290668e-01;2.025155e-01
4.410000e+00;2.267574e-01;2.267571e-01;2.267282e-01;2.239954e-01;1.987890e-01
4.510000e+00;2.217295e-01;2.217292e-01;2.217023e-01;2.191415e-01;1.951923e-01
4.610000e+00;2.169197e-01;2.169195e-01;2.168942e-01;2.144914e-01;1.917187e-01
4.710000e+00;2.123142e-01;2.123140e-01;2.122903e-01;2.100329e-01;1.883621e-01
4.810000e+00;2.079002e-01;2.079000e-01;2.078778e-01;2.057542e-01;1.851168e-01
4.910000e+00;2.036660e-01;2.036658e-01;2.036449e-01;2.016450e-01;1.819773e-01
5.010000e+00;1.996008e-01;1.996006e-01;1.995809e-01;1.976952e-01;1.789388e-01
5.110000e+00;1.956947e-01;1.956945e-01;1.956760e-01;1.938961e-01;1.759963e-01
5.210000e+00;1.919386e-01;1.919384e-01;1.919209e-01;1.902390e-01;1.731456e-01
5.310000e+00;1.883239e-01;1.883238e-01;1.883072e-01;1.867163e-01;1.703824e-01
5.410000e+00;1.848429e-01;1.848427e-01;1.848271e-01;1.833208e-01;1.677029e-01
5.510000e+00;1.814882e-01;1.814881e-01;1.814733e-01;1.800457e-01;1.651034e-01
5.610000e+00;1.782531e-01;1.782530e-01;1.782390e-01;1.768847e-01;1.625803e-01
5.710000e+00;1.751313e-01;1.751312e-01;1.751179e-01;1.738321e-01;1.601305e-01
5.810000e+00;1.721170e-01;1.721169e-01;1.721043e-01;1.708824e-01;1.577508e-01
5.910000e+00;1.692047e-01;1.692046e-01;1.691926e-01;1.680305e-01;1.554383e-01
6.010000e+00;1.663893e-01;1.663892e-01;1.663778e-01;1.652717e-01;1.531904e-01
6.110000e+00;1.636661e-01;1.636660e-01;1.636552e-01;1.626014e-01;1.510042e-01
6.210000e+00;1.610306e-01;1.610305e-01;1.610202e-01;1.600156e-01;1.488775e-01
6.310000e+00;1.584786e-01;1.584785e-01;1.584687e-01;1.575103e-01;1.468078e-01
6.410000e+00;1.560062e-01;1.560061e-01;1.559968e-01;1.550818e-01;1.447929e-01
6.510000e+00;1.536098e-01;1.536097e-01;1.536008e-01;1.527266e-01;1.428307e-01
6.610000e+00;1.512859e-01;1.512858e-01;1.512773e-01;1.504416e-01;1.409192e-01
